fecha,canal,campana,impresiones,clicks,conversiones,gasto,ingresos,segmento,ctr,tasa_de_conversion,ROI,CPA,mes
2024-06-14,Email,Navidad,41737,79,79,1045.7605464637857,14556.921117644068,26-35,0.1892804945252414,100.0,1291.993718530303,13.237475271693489,2024-06
2024-06-15,Instagram,LanzamientoProducto,41182,1919,198,3685.08691390139,12115.894041107449,36-45,4.659802826477588,10.317873892652424,228.78177161581218,18.611550070209038,2024-06
2024-06-16,Instagram,BlackFriday,4925,356,356,1446.085770805884,9169.427972630434,18-25,7.228426395939086,100.0,534.0860381691216,4.062038682039,2024-06
2024-06-17,Email,Navidad,27111,4774,475,3636.905863351656,1320.4367945598776,46+,17.60908856183837,9.949727691663176,-63.6934019143678,7.656643922845592,2024-06
2024-06-18,Facebook,Descuento10,1408,1408,463,579.5282250460062,13473.492850668876,36-45,100.0,32.88352272727273,2224.9071000121303,1.251680831632843,2024-06
2024-06-19,Email,BlackFriday,41600,1193,186,2172.778272897374,1622.3806386394606,18-25,2.8677884615384617,15.590947191953058,-25.33151408606294,11.681603617727816,2024-06
2024-06-20,Facebook,BlackFriday,15188,2376,103,2025.7896525771591,11841.634730325306,26-35,15.64392941796155,4.335016835016835,484.5441413554795,19.667860704632613,2024-06
2024-06-21,Email,Descuento10,14584,1001,220,279.83563427440623,1353.0611118866846,18-25,6.863686231486561,21.978021978021978,383.5199474845565,1.2719801557927557,2024-06
2024-06-22,Email,Verano2024,2345,204,178,4431.6960124491,11538.37787625451,18-25,8.699360341151385,87.25490196078431,160.3603190255377,24.897168609264604,2024-06
2024-06-23,Email,Verano2024,20540,2997,212,3414.7525363938157,12746.36187236035,46+,14.591041869522883,7.073740407073741,273.27337007621867,16.10732328487649,2024-06
2024-06-24,Email,Navidad,4375,3325,75,3913.461421849604,7021.370442228179,36-45,76.0,2.2556390977443606,79.4158593981922,52.17948562466139,2024-06
2024-06-25,Google Ads,LanzamientoProducto,39785,1920,271,3362.032878150206,8541.535763859758,36-45,4.825939424406183,14.114583333333334,154.0586625244224,12.406025380628067,2024-06
2024-06-26,Google Ads,Verano2024,21604,3282,448,1780.7007845480089,12644.928404601224,36-45,15.19163117941122,13.650213284582572,610.1096666170591,3.97477853693752,2024-06
2024-06-27,TikTok,LanzamientoProducto,16667,4856,168,2583.2899919958763,14574.96605022972,36-45,29.135417291654164,3.459637561779242,464.2016999790624,15.376726142832597,2024-06
2024-06-28,TikTok,BlackFriday,38727,3721,251,730.8518667797232,757.6310089606529,18-25,9.608283626410515,6.7454985219027135,3.6640998536302436,2.911760425417224,2024-06
2024-06-29,Google Ads,Descuento10,24623,4909,12,891.9247718329678,2381.916758870284,36-45,19.9366446005767,0.24444897127724588,167.05354914353126,74.32706431941399,2024-06
2024-06-30,Google Ads,Navidad,35228,709,159,1687.9360540560037,13030.111421419744,18-25,2.012603610764165,22.425952045133993,671.9552758002418,10.615950025509457,2024-06
2024-07-01,TikTok,Verano2024,28098,3115,432,3254.055494798598,10338.952624227366,26-35,11.086198305929248,13.868378812199037,217.72514761206523,7.532535867589347,2024-07
2024-07-02,Facebook,Navidad,24547,4098,287,3038.0142435301605,4449.280787069746,36-45,16.69450442009207,7.003416300634456,46.45358548087976,10.585415482683485,2024-07
2024-07-03,Instagram,LanzamientoProducto,1282,1282,306,3898.774740178906,6954.336618339283,46+,100.0,23.868954758190327,78.37236264694184,12.741093922153288,2024-07
2024-07-04,Facebook,Descuento10,16416,3605,203,2707.570073077666,2112.00679402544,26-35,21.960282651072124,5.631067961165048,-21.996227723674604,13.337783611220031,2024-07
2024-07-05,TikTok,LanzamientoProducto,20350,97,97,3410.7875278973115,915.8732780369271,18-25,0.4766584766584767,100.0,-73.14774753496455,35.16275801955991,2024-07
2024-07-06,Facebook,Navidad,28915,890,118,315.03053259113466,11113.784554399244,46+,3.077987203873422,13.258426966292136,3427.843622961897,2.6697502761960563,2024-07
2024-07-07,Email,BlackFriday,24877,1422,391,4673.159727573066,10999.043649674499,46+,5.716123326767697,27.49648382559775,135.36631082341975,11.951815160033417,2024-07
2024-07-08,TikTok,BlackFriday,13439,4546,306,4246.316574128063,10567.17534474763,18-25,33.8269216459558,6.731192256929168,148.855099714686,13.876851549438113,2024-07
2024-07-09,Instagram,LanzamientoProducto,43084,1976,266,4689.411769828183,13324.528432989462,18-25,4.5863893788877546,13.461538461538462,184.1407214167005,17.629367555745052,2024-07
2024-07-10,Instagram,Descuento10,32288,3681,132,950.7626691425805,4656.2839239877085,18-25,11.40052031714569,3.585982070089649,389.74198031847965,7.202747493504398,2024-07
2024-07-11,TikTok,LanzamientoProducto,18432,894,319,815.2693532653768,6642.458421620918,26-35,4.850260416666666,35.682326621923934,714.7563004810686,2.555703301772341,2024-07
2024-07-12,Email,Verano2024,33531,4355,406,2747.1960663806153,4133.377415430507,26-35,12.987981271062598,9.322617680826637,50.458042147540006,6.766492774336491,2024-07
2024-07-13,Google Ads,Descuento10,43158,851,197,4209.720754297941,9566.96223342625,46+,1.971824458964734,23.149236192714454,127.25883239782112,21.369140884761123,2024-07
2024-07-14,Email,Descuento10,21140,4351,7,3718.0526742974607,9736.74549929108,36-45,20.581835383159884,0.16088255573431395,161.87755667369274,531.1503820424944,2024-07
2024-07-15,Email,LanzamientoProducto,18124,2244,199,1367.265207601955,6412.773501599279,36-45,12.381372765393953,8.868092691622104,369.0219180554325,6.870679435185703,2024-07
2024-07-16,Instagram,Descuento10,26733,4400,25,2428.7213467788433,14059.399791244035,36-45,16.45905809299368,0.5681818181818182,478.88072709084935,97.14885387115373,2024-07
2024-07-17,Facebook,BlackFriday,40798,300,300,1253.2630605853103,7583.974330861113,46+,0.7353301632432963,100.0,505.13826421399324,4.177543535284368,2024-07
2024-07-18,Facebook,Navidad,8892,1897,363,2864.7280819103094,13805.872139216486,46+,21.33378317588844,19.135477069056407,381.9260936629702,7.891812897824543,2024-07
2024-07-19,Facebook,BlackFriday,47494,1834,333,2880.9082813174673,11091.621431120986,26-35,3.8615404051038027,18.157033805888766,285.00432322158764,8.651376220172574,2024-07
2024-07-20,Instagram,Descuento10,39496,2822,399,507.28758005775103,14110.464147033152,36-45,7.1450273445412185,14.138908575478384,2681.5512742154615,1.271397443753762,2024-07
2024-07-21,Instagram,Navidad,6328,1864,44,3200.8016604438817,11486.664131738728,46+,29.45638432364096,2.3605150214592276,258.8683508163944,72.74549228281549,2024-07
2024-07-22,Instagram,Verano2024,18529,149,143,575.4485042799431,3758.0453706641133,26-35,0.8041448540126289,95.9731543624161,553.0637133841444,4.024115414545057,2024-07
2024-07-23,Google Ads,LanzamientoProducto,23944,3216,146,236.73224794578454,10500.128431174171,36-45,13.431339792849982,4.539800995024875,4335.444905494611,1.6214537530533188,2024-07
2024-07-24,Google Ads,Descuento10,34392,2509,110,4290.134698151413,3957.3701136582604,46+,7.295301232844848,4.38421681944998,-7.7565066811664165,39.00122452864921,2024-07
2024-07-25,Facebook,LanzamientoProducto,1321,1321,99,1317.391071050861,4713.887329148112,46+,100.0,7.494322482967449,257.81989363173096,13.306980515665263,2024-07
2024-07-26,Email,Navidad,4188,3285,133,2378.9914892988427,3710.9535837525773,26-35,78.43839541547278,4.048706240487062,55.98851868302825,17.887154054878515,2024-07
2024-07-27,Email,LanzamientoProducto,33129,3181,45,4696.008436521277,7697.432981275677,36-45,9.601859398110417,1.4146494812951902,63.91437718493121,104.35574303380615,2024-07
2024-07-28,Email,Descuento10,37268,232,25,3164.5258679844565,6793.23697048558,26-35,0.6225179778898787,10.775862068965516,114.66839753824844,126.58103471937825,2024-07
2024-07-29,Facebook,Descuento10,16106,3387,342,1925.768623910737,13653.470450084544,18-25,21.02943002607724,10.097431355181577,608.9881037919231,5.6309024090957225,2024-07
2024-07-30,Email,BlackFriday,38591,114,23,4274.023558585554,9100.391304392204,46+,0.29540566453318134,20.175438596491226,112.92328363776937,185.82711124285018,2024-07
2024-07-31,Facebook,LanzamientoProducto,10739,3706,372,1151.4155258259195,5716.704996585375,36-45,34.509730887419686,10.037776578521317,396.4936522359933,3.095203026413762,2024-07
2024-08-01,Instagram,LanzamientoProducto,6810,3444,316,2492.485706719808,9538.601277401389,18-25,50.5726872246696,9.175377468060395,282.6943220450599,7.88761299594876,2024-08
2024-08-02,TikTok,BlackFriday,15920,3932,432,2872.1198527649667,5452.227717396901,18-25,24.69849246231156,10.986775178026448,89.83287595564947,6.648425585104089,2024-08
2024-08-03,Facebook,BlackFriday,29675,3844,494,2970.549130846142,12626.599702287756,18-25,12.953664700926707,12.851196670135275,325.05944679296215,6.013257349890975,2024-08
2024-08-04,Google Ads,LanzamientoProducto,24172,2386,260,185.79837299876786,1791.7238661638676,26-35,9.870925037233162,10.896898575020955,864.3377588541906,0.7146091269183379,2024-08
2024-08-05,Facebook,Navidad,39468,4535,76,1947.140599324986,3671.3387440346714,46+,11.490321272929968,1.6758544652701213,88.5502641826385,25.620271043749813,2024-08
2024-08-06,TikTok,Navidad,26163,2379,9,2622.974698556187,1863.730827550646,36-45,9.092993922715285,0.37831021437578816,-28.945909063608806,291.44163317290963,2024-08
2024-08-07,Instagram,Verano2024,17556,4511,61,2343.451307493839,13073.764050414718,26-35,25.69491911597175,1.3522500554200843,457.88503087765093,38.41723454907933,2024-08
2024-08-08,Google Ads,BlackFriday,45682,2268,68,4127.520505193259,4444.968245064547,36-45,4.96475635917867,2.9982363315696645,7.691003338974918,60.69883095872439,2024-08
2024-08-09,Facebook,Navidad,13123,997,49,3642.4115248343196,14923.57356190389,46+,7.597348167339785,4.914744232698094,309.71684446289225,74.33492907825142,2024-08
2024-08-10,Instagram,Descuento10,33381,4583,79,4667.599630824351,2702.6018843592874,46+,13.729367005182588,1.723761728125682,-42.09867816186331,59.08353963068799,2024-08
2024-08-11,TikTok,Descuento10,33282,126,126,1196.525872782974,5200.442395450937,26-35,0.3785830178474851,100.0,334.6284951912773,9.496237085579159,2024-08
2024-08-12,TikTok,BlackFriday,35293,2179,5,865.4618170317168,13453.223977830085,18-25,6.174028844246735,0.2294630564479119,1454.456096511657,173.09236340634337,2024-08
2024-08-13,TikTok,Descuento10,16061,4302,261,1095.773172137021,9713.19446899218,18-25,26.785380735944216,6.066945606694561,786.4238252930683,4.198364644203146,2024-08
2024-08-14,Email,Verano2024,32490,846,407,3316.251765879276,7674.706185964045,18-25,2.6038781163434903,48.10874704491725,131.42712700310202,8.148038736804118,2024-08
2024-08-15,Email,Descuento10,37372,2650,322,1333.2520825479703,2875.432723010535,36-45,7.090870170180883,12.150943396226415,115.6705967798162,4.14053441785084,2024-08
2024-08-16,Facebook,Verano2024,20082,231,80,3356.389573027913,11968.384539200404,26-35,1.1502838362712877,34.63203463203463,256.58508283361516,41.95486966284891,2024-08
2024-08-17,TikTok,LanzamientoProducto,37891,1120,229,3448.4244288133095,5328.827591673966,46+,2.955847034915943,20.44642857142857,54.52934236136794,15.058621959883448,2024-08
2024-08-18,Google Ads,Descuento10,43608,2677,286,498.499086040737,11420.060373849714,46+,6.138781874885342,10.683601045946956,2190.8889291156042,1.7430037973452341,2024-08
2024-08-19,TikTok,Descuento10,10343,4573,364,3726.051083701109,8950.676473662199,46+,44.21347771439621,7.9597638311830305,140.21883416508177,10.236404076101948,2024-08
2024-08-20,Google Ads,Navidad,48516,3569,145,1638.4258036018605,9441.717781843381,18-25,7.35633605408525,4.062762678621463,476.2676442892333,11.299488300702485,2024-08
2024-08-21,Google Ads,LanzamientoProducto,14891,800,89,1183.4900132043965,5216.561684757798,46+,5.3723725740380095,11.125,340.77783729104124,13.297640597802207,2024-08
2024-08-22,Google Ads,BlackFriday,6094,4967,62,1368.1785294727338,1588.1826271509942,26-35,81.50639973744667,1.2482383732635394,16.080072369140687,22.067395636656997,2024-08
2024-08-23,Facebook,BlackFriday,16767,3855,133,4491.854274329461,9132.172158389252,46+,22.991590624440867,3.450064850843061,103.30517422568195,33.77334040849219,2024-08
2024-08-24,Google Ads,Verano2024,22100,1596,180,3065.023624660145,11280.716600401523,26-35,7.221719457013574,11.278195488721805,268.04664439258113,17.027909025889695,2024-08
2024-08-25,TikTok,Descuento10,5727,2610,464,3283.59440150636,8852.938823619977,18-25,45.57359874279728,17.77777777777778,169.61121688959702,7.076712072211983,2024-08
2024-08-26,Email,Descuento10,32513,1958,384,1163.906098475907,9216.809491133516,36-45,6.022206502014579,19.611848825331972,691.886003793828,3.0310054647810074,2024-08
2024-08-27,Instagram,Descuento10,15538,814,182,1863.819199940224,10612.577373612345,26-35,5.238769468400052,22.358722358722357,469.3995090270938,10.240764834836396,2024-08
2024-08-28,TikTok,Navidad,12522,3725,484,4071.366807168845,1149.582171932598,18-25,29.74764414630251,12.993288590604028,-71.76422006711802,8.41191489084472,2024-08
2024-08-29,Google Ads,BlackFriday,38002,3046,111,1766.8586272895313,3743.4708643295703,18-25,8.015367612230936,3.6441234405778067,111.87155590780245,15.91764529089668,2024-08
2024-08-30,Facebook,Descuento10,7830,4887,277,4081.988230446638,9401.03108158521,36-45,62.41379310344828,5.668099038264785,130.30519812538947,14.7364196045005,2024-08
2024-08-31,Instagram,LanzamientoProducto,31701,1856,244,1079.925594122798,2466.478697785192,18-25,5.854704898899088,13.14655172413793,128.39339221223506,4.4259245660770405,2024-08
2024-09-01,Instagram,BlackFriday,29593,797,93,3688.640463890167,4419.1719168637055,36-45,2.693204474031021,11.668757841907151,19.804897227719902,39.66280068699105,2024-09
2024-09-02,Instagram,LanzamientoProducto,8685,1840,367,672.3738310786573,1152.6830128429392,36-45,21.185952792170408,19.945652173913043,71.43484168527867,1.8320812835930718,2024-09
2024-09-03,Instagram,LanzamientoProducto,20507,4107,231,4129.6883091089885,3621.626974793931,18-25,20.02730774857366,5.6245434623813,-12.30265570392831,17.877438567571378,2024-09
2024-09-04,Email,Verano2024,46088,88,88,3396.2888674045053,668.1879132289572,26-35,0.1909390730775907,100.0,-80.32593989157357,38.5941916750512,2024-09
2024-09-05,Instagram,Verano2024,29967,1125,375,4790.85721629092,12365.43917442762,46+,3.7541295424967465,33.33333333333333,158.1049406436065,12.775619243442454,2024-09
2024-09-06,Facebook,Navidad,46713,3168,169,244.65837985274555,9022.471352665194,26-35,6.78183803223942,5.334595959595959,3587.783495540034,1.447682721022163,2024-09
2024-09-07,Google Ads,Navidad,10515,4086,132,746.0996256331827,8427.040931564929,36-45,38.85877318116976,3.2305433186490458,1029.4793137596419,5.652269891160475,2024-09
2024-09-08,TikTok,Navidad,34390,1652,158,233.64562915665815,581.4410314011636,46+,4.8037220122128526,9.564164648910412,148.85594200921707,1.4787698047889757,2024-09
2024-09-09,Facebook,Verano2024,27883,4862,336,182.0763332562802,12826.80044620618,26-35,17.437148083061363,6.910736322501028,6944.737894711396,0.5418938489770244,2024-09
2024-09-10,Facebook,Descuento10,32075,3436,172,4245.65856843109,500.9836555279887,46+,10.712392829306314,5.005820721769499,-88.2000955222097,24.684061444366804,2024-09
2024-09-11,Instagram,BlackFriday,9943,1646,273,3193.982842453664,11916.115840821225,46+,16.554359851151563,16.585662211421628,273.08014565498075,11.699570851478622,2024-09
2024-09-12,Google Ads,BlackFriday,43224,846,344,3254.44334473861,3674.7948080522187,26-35,1.9572459744586341,40.66193853427896,12.916232325665836,9.460591118426192,2024-09
2024-09-13,Email,Verano2024,14368,921,435,1943.0256361138486,12392.935756272747,18-25,6.410077951002227,47.23127035830619,537.8163790499057,4.466725600261721,2024-09
2024-09-14,Facebook,Navidad,41270,2513,45,361.1598360128968,2372.299969793897,18-25,6.0891688878119705,1.7906884202148827,556.8559771162327,8.02577413361993,2024-09
2024-09-15,Email,Navidad,30616,3430,226,2212.8173368129837,8436.428583133973,36-45,11.203292396132742,6.588921282798833,281.25282384512417,9.79122715403975,2024-09
2024-09-16,Email,BlackFriday,30096,3477,437,871.098779399707,927.0705857138413,36-45,11.553030303030303,12.568306010928962,6.425425868775253,1.9933610512579107,2024-09
2024-09-17,Email,Descuento10,34184,1985,381,4679.516681456314,8542.436836962492,36-45,5.806810203604025,19.193954659949622,82.54955411984979,12.282196014321032,2024-09
2024-09-18,Facebook,Descuento10,28327,1531,370,4404.870451644301,2428.5785446575396,46+,5.404737529565432,24.16721097322012,-44.866061980302476,11.905055274714329,2024-09
2024-09-19,Facebook,Descuento10,40195,4941,417,1574.5039892938205,12188.513755641534,46+,12.292573703196915,8.439587128111718,674.1176801405371,3.7757889431506486,2024-09
2024-09-20,Facebook,LanzamientoProducto,26011,1308,67,184.9050630687168,3925.562395375304,26-35,5.0286417284994815,5.122324159021407,2023.0150922997905,2.7597770607271164,2024-09
2024-09-21,Email,Verano2024,37187,1785,36,202.53569483383012,2181.0817385944983,46+,4.800064538682873,2.0168067226890756,976.8875779570417,5.6259915231619475,2024-09
2024-09-22,Facebook,BlackFriday,16783,406,165,2691.3101266667845,941.020496772554,46+,2.4191145802299947,40.64039408866995,-65.03485468105389,16.31097046464718,2024-09
2024-09-23,Facebook,LanzamientoProducto,37961,2459,394,4133.4586900708,8825.092230026012,18-25,6.477700798187613,16.02277348515657,113.50382069198449,10.491011903732995,2024-09
2024-09-24,Instagram,Navidad,8177,650,83,1777.380412601842,10098.563200151859,36-45,7.94912559618442,12.769230769230768,468.17117644325464,21.41422183857641,2024-09
2024-09-25,Facebook,Verano2024,13213,4123,136,3321.4810526260435,13475.049662609645,36-45,31.204117157345042,3.2985690031530437,305.69400966342846,24.42265479872091,2024-09
2024-09-26,Google Ads,Verano2024,17614,4364,355,4304.114816474193,1395.6875379865166,46+,24.7757465652322,8.134738771769019,-67.57318060743965,12.124267088659698,2024-09
2024-09-27,Google Ads,Descuento10,15384,1744,55,3217.491758219704,6182.752033809552,46+,11.336453458138324,3.153669724770642,92.1606175995484,58.499850149449166,2024-09
2024-09-28,TikTok,Navidad,30006,511,147,130.0353606746864,2864.911424371473,36-45,1.7029927347863758,28.767123287671232,2103.1787426950073,0.8845942903039891,2024-09
2024-09-29,Instagram,LanzamientoProducto,3219,2196,485,2800.589370086855,7781.975231766373,26-35,68.21994408201306,22.085610200364297,177.86919835109674,5.774411072344031,2024-09
2024-09-30,Email,BlackFriday,38363,4516,307,956.76283128994,3957.064212560421,18-25,11.771759247191305,6.798051372896369,313.5888313329828,3.116491307133355,2024-09
2024-10-01,Google Ads,Verano2024,46851,163,163,4020.3128735342448,6460.044405970774,36-45,0.34791146400290285,100.0,60.68511603903527,24.664496156651808,2024-10
2024-10-02,TikTok,LanzamientoProducto,5262,2766,101,2120.624888509112,5844.961856093582,26-35,52.56556442417332,3.6514822848879245,175.62450519963645,20.996286024842696,2024-10
2024-10-03,Instagram,Descuento10,34241,4544,150,2252.07774675486,10505.045638517455,18-25,13.27064046026693,3.301056338028169,366.4601678896184,15.0138516450324,2024-10
2024-10-04,Instagram,Navidad,28417,4431,299,1589.1557684266477,11257.675047034712,46+,15.592778970334658,6.747912435116227,608.4060147345049,5.314902235540628,2024-10
2024-10-05,Facebook,Verano2024,14440,4926,78,1224.8214102274253,6657.601633267834,18-25,34.11357340720221,1.5834348355663823,443.55692819181274,15.7028385926593,2024-10
2024-10-06,Google Ads,LanzamientoProducto,16445,3293,135,883.7769037092083,4038.1147083851342,46+,20.02432350258437,4.0996052232007285,356.9156187989505,6.546495583031173,2024-10
2024-10-07,Google Ads,Verano2024,2622,2311,230,2097.610994898102,12022.509303952296,18-25,88.13882532418002,9.9524015577672,473.1524736089748,9.120047803904791,2024-10
2024-10-08,Instagram,Verano2024,13167,2257,29,2734.1548019558036,12795.318788313747,36-45,17.141338193969773,1.2848914488258751,367.980773406135,94.2812000674415,2024-10
2024-10-09,TikTok,Verano2024,30582,4119,480,4514.603746056776,8330.24684856772,18-25,13.468707082597605,11.653313911143481,84.51778532819563,9.405424470951617,2024-10
2024-10-10,Facebook,BlackFriday,1651,1458,185,2069.536673749567,4118.755846261196,26-35,88.31011508176863,12.688614540466393,99.01825845873383,11.186684722970632,2024-10
2024-10-11,Facebook,Descuento10,34977,3605,52,1676.5910325691177,11866.496958517751,18-25,10.306773022271779,1.4424410540915393,607.7752849682233,32.242135241713804,2024-10
2024-10-12,Email,LanzamientoProducto,36985,1560,255,4109.056520766836,5662.496450691858,26-35,4.21792618629174,16.346153846153847,37.80527043310461,16.113947140262102,2024-10
2024-10-13,Instagram,Navidad,38434,2365,383,3511.3400983916617,13821.076754065876,26-35,6.153405838580424,16.19450317124736,293.6125913976974,9.16798981303306,2024-10
2024-10-14,TikTok,LanzamientoProducto,44964,303,217,662.442598890366,4367.452974501013,26-35,0.673872431278356,71.61716171617162,559.2953082752798,3.052730870462516,2024-10
2024-10-15,Instagram,Descuento10,15505,1752,275,3565.92976952685,14133.774068789862,18-25,11.299580780393422,15.69634703196347,296.3559290923786,12.967017343734,2024-10
2024-10-16,Facebook,LanzamientoProducto,6313,2928,264,4760.890243993372,6704.749651492469,26-35,46.38048471408205,9.01639344262295,40.82974628435486,18.033675166641558,2024-10
2024-10-17,Google Ads,Descuento10,20810,2520,159,2536.3217292897475,11422.485575281964,26-35,12.109562710235464,6.309523809523809,350.3563346626625,15.951708989243695,2024-10
2024-10-18,Email,Verano2024,6037,73,73,2503.8701541587566,3528.9600261852675,36-45,1.2092098724532052,100.0,40.940216900780854,34.299591152859676,2024-10
2024-10-19,Facebook,LanzamientoProducto,27042,2729,226,3645.5164440100916,9559.624264013644,18-25,10.09170919310702,8.28142176621473,162.229629486954,16.130603734557926,2024-10
2024-10-20,Email,BlackFriday,37271,1845,399,1079.2992904989962,8941.880233361164,26-35,4.950229400874675,21.6260162601626,728.4894016030561,2.7050107531303165,2024-10
2024-10-21,Google Ads,BlackFriday,41012,3573,112,1898.3196559452454,6594.432512479692,46+,8.712084268019115,3.13462076686258,247.38261766541493,16.949282642368264,2024-10
2024-10-22,Google Ads,Verano2024,22827,1753,413,1652.9141452504177,11163.73110831726,36-45,7.679502343715776,23.55961209355391,575.3969128037166,4.00221342675646,2024-10
2024-10-23,Facebook,Navidad,21443,3724,132,4979.827844993791,12360.684306241634,26-35,17.366972904910693,3.544575725026853,148.21509279016144,37.72596852268023,2024-10
2024-10-24,TikTok,Verano2024,29822,2395,446,891.9292340035008,11045.435635281136,36-45,8.03098383743545,18.62212943632568,1138.3757829870372,1.9998413318464143,2024-10
2024-10-25,Email,Descuento10,17529,1647,162,952.3766262843734,12289.920131907935,18-25,9.395858291973301,9.836065573770492,1190.4474755807632,5.878868063483786,2024-10
2024-10-26,Instagram,LanzamientoProducto,3918,3918,39,2358.44328958866,11305.186556048238,46+,100.0,0.9954058192955589,379.3495186403229,60.472904861247684,2024-10
2024-10-27,Instagram,BlackFriday,48757,3159,480,1444.128302317176,2669.910786998079,26-35,6.47906967204709,15.194681861348528,84.88044190492451,3.0086006298274497,2024-10
2024-10-28,Google Ads,Descuento10,3380,3380,482,4366.318997900426,11699.839557119203,26-35,100.0,14.2603550295858,167.95659141590775,9.058753107677234,2024-10
2024-10-29,Instagram,Verano2024,18201,1973,17,2238.733464874886,3264.962648859383,46+,10.840063732761935,0.8616320324379118,45.8397214356131,131.69020381616977,2024-10
2024-10-30,Email,BlackFriday,11067,2307,121,3455.995428276537,1938.7225349649696,18-25,20.84575765790187,5.244906805374946,-43.90263022044022,28.561945688235845,2024-10
2024-10-31,Instagram,Descuento10,25268,2240,176,4109.193920180281,13573.873869579884,18-25,8.864967547886655,7.857142857142857,230.32935736905705,23.347692728297048,2024-10
2024-11-01,Google Ads,Verano2024,10479,2316,29,1433.0252380260422,9174.42688151118,36-45,22.101345548239333,1.2521588946459412,540.2139081757368,49.41466338020835,2024-11
2024-11-02,Instagram,Verano2024,15211,3348,10,3690.414077342284,3059.056117671819,36-45,22.01038721977516,0.2986857825567503,-17.108052008222035,369.0414077342284,2024-11
2024-11-03,Facebook,Navidad,19501,508,100,2055.5761314486526,9725.06094995946,26-35,2.6049946156607353,19.68503937007874,373.1063374970107,20.555761314486528,2024-11
2024-11-04,Google Ads,BlackFriday,3071,3071,78,1347.1451244398347,5326.299827950578,46+,100.0,2.5398892868772385,295.3768403508376,17.27109133897224,2024-11
2024-11-05,Email,Descuento10,37219,1273,359,4461.533199118743,2552.37717442752,26-35,3.42029608533276,28.201099764336213,-42.79147861251656,12.42766907832519,2024-11
2024-11-06,Facebook,Navidad,34521,4109,235,2868.670400583793,12092.539245919636,26-35,11.902899684250166,5.719153078607934,321.5381189647555,12.207108087590608,2024-11
2024-11-07,Email,LanzamientoProducto,12031,2154,183,2532.0249682300173,2094.8056762289525,26-35,17.903748649322583,8.495821727019498,-17.26757427304115,13.836202012185886,2024-11
2024-11-08,Google Ads,Navidad,8088,4375,152,984.9547087486156,14455.570409701128,36-45,54.09248269040554,3.4742857142857146,1367.638083386283,6.479965189135629,2024-11
2024-11-09,Instagram,Verano2024,39028,2083,148,4518.039042370781,11693.045852064552,46+,5.337193809572614,7.105136821891503,158.80798599581777,30.527290826829603,2024-11
2024-11-10,Email,LanzamientoProducto,2141,2141,188,3225.4255866951476,10827.283988666366,18-25,100.0,8.780943484353106,235.6854373986744,17.15651907816568,2024-11
2024-11-11,Email,Verano2024,22689,4918,459,4743.355942450359,3967.65494203544,46+,21.675701881969236,9.333062220414803,-16.353421708728057,10.334108807081392,2024-11
2024-11-12,TikTok,Descuento10,3209,1982,455,317.2040673096292,11514.069305195222,46+,61.7637893424743,22.956609485368315,3529.8618119408006,0.6971517962848993,2024-11
2024-11-13,Google Ads,Navidad,8982,4982,172,671.4608733983123,826.9669487669951,46+,55.466488532620794,3.4524287434765153,23.159365128999287,3.90384228719949,2024-11
2024-11-14,Google Ads,Descuento10,43500,3523,442,4399.034905008144,8531.093261578137,46+,8.098850574712642,12.546125461254611,93.93102000317823,9.952567658389466,2024-11
2024-11-15,Google Ads,Navidad,18295,1746,224,2313.6444063679164,5005.671743984734,46+,9.543591145121617,12.829324169530354,116.35441168951746,10.328769671285341,2024-11
2024-11-16,Email,Descuento10,41399,1267,420,2388.1922923782668,12568.218286563942,36-45,3.0604603975941447,33.14917127071823,426.2649212408252,5.686172124710159,2024-11
2024-11-17,Facebook,Verano2024,48053,584,128,1194.0775927965065,11539.153428676065,36-45,1.2153247455934073,21.91780821917808,866.3654605268653,9.328731193722707,2024-11
2024-11-18,Google Ads,LanzamientoProducto,48529,4660,114,2493.29509989488,7573.657831315542,46+,9.602505718230336,2.4463519313304722,203.7609880849987,21.8710096482007,2024-11
2024-11-19,Instagram,LanzamientoProducto,22609,3279,172,2248.7627188479987,7349.163212579691,18-25,14.50307399708081,5.245501677340653,226.809189381463,13.074201853767434,2024-11
2024-11-20,Facebook,LanzamientoProducto,1158,1158,392,3632.200466717855,1560.765503699068,46+,100.0,33.85146804835924,-57.02975323084484,9.265817517137386,2024-11
2024-11-21,Email,Verano2024,22133,2255,363,3213.8737661464183,3902.709959354334,26-35,10.188406451904395,16.097560975609756,21.43320625918241,8.853646738695367,2024-11
2024-11-22,Google Ads,Descuento10,12870,4101,275,4015.0275044252317,10755.084330757027,26-35,31.864801864801866,6.705681541087539,167.8707510447469,14.600100016091751,2024-11
2024-11-23,TikTok,Verano2024,33717,1319,305,3937.1978681316245,1451.756353466038,18-25,3.911973188599223,23.12357846853677,-63.12716804972362,12.908845469284016,2024-11
2024-11-24,Google Ads,Descuento10,18623,2854,215,2165.4365059375095,11915.178643153971,18-25,15.325135585029265,7.533286615276805,450.2437319442614,10.071797702034928,2024-11
2024-11-25,TikTok,Descuento10,46939,99,99,1577.2721892269162,14703.566726412126,36-45,0.21091203476852938,100.0,832.2149231337761,15.932042315423397,2024-11
2024-11-26,Facebook,Verano2024,40163,2513,354,1701.2873648222212,1646.744948407229,18-25,6.257002713940691,14.08674890569041,-3.205949655700388,4.805896510797235,2024-11
